account_num,base,tenure, sessions ,duration,mega_bytes,case_count,comp_flag,train_flag,pcs_flag,holiday_flag,churn
7972338,MC29PM,182," 4,373.00 ",3689547.539,4994445.627,0,0,0,0,0,0
2695691,ARRILE,395," 3,354.00 ",3362216.452,10838500.86,1,0,0,0,0,0
4799354,AFSHEP,152," 1,652.00 ",1170629.369,4170192.308,0,0,1,0,1,0
7434149,MC29PM,162," 1,749.00 ",1656866.762,4442920.028,0,0,0,1,0,0
8601661,AFKEES,99," 3,321.00 ",2943274.72,2714787.246,0,0,1,0,0,0
9653157,MCCLJN,150," 1,166.00 ",1020184.604,4113114.061,0,1,0,1,0,0
3825758,AFSHEP,74," 1,046.00 ",929010.4464,2029056.905,3,0,1,0,0,1
1172476,AFSHEP,61, 539.00 ,549679.5992,1672583.681,1,0,1,0,1,1
2093008,MCCHPT,92," 1,298.00 ",1091294.839,2522121.862,0,1,0,1,0,0
2308246,TOKYO,233," 4,631.00 ",3438769.267,6386594.049,0,0,0,0,0,0
1576219,MC29PM,92," 2,120.00 ",1774516.176,2520152.88,0,0,0,0,0,0
4151121,ARLEEE,31, 572.00 ,650078.0027,849138.2158,0,0,1,1,0,1
9429667,AFLACK,98, 896.00 ,815051.7873,2684135.047,0,0,1,0,0,0
1176118,ARLEEE,31, 868.00 ,651985.4507,848712.9844,0,0,1,1,0,1
4933978,ARLEEE,47," 1,572.00 ",1291892.548,1286547.759,2,0,1,0,0,1
7336957,ARBRAG,99, 954.00 ,897790.2146,2708668.806,0,1,0,1,0,0
2312943,ARLEEE,91," 2,404.00 ",1737849.526,2489616.555,0,0,1,1,0,0
5023734,ARBRAG,93," 1,912.00 ",1410683.368,2544180.606,0,1,0,0,0,0
8673862,AFSHEP,30, 907.00 ,1104712.671,820702.9619,0,0,1,1,0,1
6492717,MC29PM,335," 5,652.00 ",4763851.447,9163458.358,0,0,0,0,0,0
5811594,ARLEEE,59," 1,040.00 ",858621.6806,1613351.009,1,0,1,0,0,1
3712700,AFSHEP,61," 1,229.00 ",899674.6212,1667792.235,3,0,1,1,0,1
5562155,AREUST,30, 281.00 ,195945.067,820105.0664,0,0,1,1,0,1
8839885,MCCLJN,31, 419.00 ,408216.5181,847252.7295,0,1,0,1,0,1
4479321,ARPRES,61," 2,496.00 ",2013132.867,1666940.809,0,0,1,0,1,1
7925222,ARHOUS,61, 478.00 ,414870.3332,1666928.106,0,0,1,0,0,1
8352908,ARGORD,94, 694.00 ,585646.8829,2568701.647,0,0,0,0,0,0
3446610,ARLEEE,61, 765.00 ,637893.2687,1666797.416,0,0,1,0,1,1
2469976,ARLEEE,89," 1,364.00 ",1198043.599,2431625.043,0,0,1,1,0,1
4241929,ARBLSS,91," 2,324.00 ",1424030.388,2485558.372,0,0,0,1,0,0
5428036,AFSHEP,119," 1,389.00 ",1330160.38,3249734.955,1,0,1,1,0,0
6457724,ARRILE,232," 1,273.00 ",1476059.284,6333596.428,0,0,0,0,0,0
4789713,AFSHEP,91," 1,248.00 ",1401630.748,2484295.658,0,0,1,0,1,0
8249060,ARHOOD,90," 1,653.00 ",1540665.734,2456788.462,10,0,0,0,0,1
8190289,MCCLJN,72," 1,116.00 ",1132152.111,1965407.512,2,1,0,0,0,1
6997443,AFLACK,61, 417.00 ,311327.0186,1665044.453,0,0,1,0,1,1
7043587,ARBLSS,31, 555.00 ,216966.131,846028.3613,0,0,0,0,0,1
1774049,MCCLJN,291," 3,136.00 ",2404267.885,7940441.463,2,1,0,1,0,0
3668836,ARLEEE,174," 2,225.00 ",2283006.171,4746006.829,1,0,1,1,0,0
4601878,MCCLJN,48, 481.00 ,270123.6341,1309153.875,4,1,0,0,0,1
2580113,ARHOUS,153," 1,561.00 ",1389143.482,4172913.213,0,0,1,0,0,0
4968208,ARLEEE,92, 974.00 ,1050494.366,2509144.416,0,0,1,1,0,0
2868358,ARHUAC,120," 2,038.00 ",2177232.418,3272468.507,0,0,0,0,0,0
3092494,AFKEES,89," 1,773.00 ",1186036.219,2426581.329,0,0,1,1,0,1
2240724,ARLEEE,119," 2,276.00 ",2656429.116,3244480.901,0,0,1,0,1,0
9459550,MCCLJN,120," 1,850.00 ",1751097.97,3271421.34,1,1,0,1,0,0
1670935,ARLEEE,122, 832.00 ,811894.9968,3325721.696,0,0,1,1,0,0
9774173,AFSHEP,122," 2,567.00 ",2051033.611,3325304.199,0,0,1,0,1,0
4855405,AFACDY,94," 2,133.00 ",1582037.115,2561596.323,1,0,1,0,1,0
7628735,ARLEEE,59, 855.00 ,834932.2605,1607761.11,0,0,1,0,0,1
6227561,MC29PM,92," 1,097.00 ",1022423.169,2506446.675,0,0,0,0,1,0
8363761,MC29PM,92," 1,892.00 ",1836542.624,2505875.282,0,0,0,0,0,0
3287753,MCCLJN,161, 902.00 ,745144.2285,4384875.666,0,1,0,1,0,0
7167137,ARSTEW,309," 2,744.00 ",2682953.767,8414216.945,1,0,0,1,0,0
2177870,AFSHEP,63," 3,386.00 ",3510910.158,1715513.757,0,0,1,0,1,1
6434355,ARPOLK,111," 3,699.00 ",3081574.432,3022167.015,0,0,0,0,0,0
3671268,ARPOLK,32, 687.00 ,643373.6979,871035.1171,0,0,0,0,0,1
7589660,MC29PM,121," 1,938.00 ",1462925.935,3293364.962,0,0,0,0,0,0
7646425,ARLEEE,212," 1,765.00 ",1954146.98,5770188.374,0,0,1,1,0,0
2978898,ARBRAG,243," 2,138.00 ",1862867.771,6613925.678,0,1,0,0,0,0
6033794,ARLEEE,100," 1,456.00 ",1479333.384,2721546.617,0,0,1,0,1,0
7183402,AFSHEP,143," 11,308.00 ",5462342.351,3891481.843,1,0,1,0,0,0
9814700,ARGORD,212," 2,768.00 ",3090151.617,5768547.201,0,0,0,1,0,0
2501419,ARLEOW,59, 473.00 ,350478.3172,1605311.313,0,0,1,0,0,1
3903885,AFSHEP,31, 883.00 ,993057.2002,843356.331,0,0,1,1,0,1
8555472,AFKEES,120," 1,185.00 ",1051452.199,3264443.507,0,0,1,1,0,0
9425034,ARLEEE,61, 927.00 ,866715.0702,1659237.526,0,0,1,0,1,1
4272857,ARHUAC,313," 7,390.00 ",6491043.03,8512649.931,0,0,0,1,0,0
4614023,AFKEES,61, 816.00 ,882120.1849,1658540.928,0,0,1,0,0,1
8976368,ARBLSS,182," 4,403.00 ",2411745.964,4947425.412,0,0,0,1,0,0
1394105,ARBLSS,62," 1,531.00 ",914648.2207,1685363.825,0,0,0,0,0,1
3717457,ARLEOW,123," 1,095.00 ",999926.5308,3342789.214,0,0,1,0,1,0
2841837,ARLEEE,31, 646.00 ,648870.3815,842280.2627,0,0,1,1,0,1
1033105,AFLACK,89, 980.00 ,853800.5129,2417886.037,0,0,1,1,0,1
6613008,MCCLJN,242," 1,821.00 ",1737897.01,6574007.377,0,1,0,1,0,0
5339080,ARGORD,120," 2,118.00 ",1521951.076,3259610.686,0,0,0,1,0,0
7953930,AFSHEP,33, 254.00 ,260750.6643,896357.8359,0,0,1,1,0,1
3948042,ARBENN,31, 297.00 ,254941.7011,841580.8242,0,0,1,0,0,1
2727031,AFSHEP,31, 600.00 ,504086.6189,841577.1191,0,0,1,1,0,1
5096152,AFSHEP,92," 1,905.00 ",2081533.198,2497469.469,0,0,1,1,0,0
7247594,ARBLSS,395," 22,647.00 ",13401407.6,10720695.05,0,0,0,0,0,0
6491993,ARLEEE,120," 2,098.00 ",1589026.998,3256812.884,0,0,1,1,0,0
8046153,ARLEEE,92," 1,887.00 ",2279875.169,2495912.109,0,0,1,0,1,0
6606201,ARRILE,365," 5,383.00 ",4988373.795,9902069.171,0,0,0,1,0,0
9498481,ARCAMP,30, 436.00 ,390695.8161,813699.5546,0,1,0,1,0,1
1080216,ARHUAC,108," 1,871.00 ",1778267.134,2929152.807,0,0,0,0,0,0
9088362,FLCHLS,31, 285.00 ,292994.2475,840603.6299,0,0,1,0,1,1
9595801,AFSHEP,151," 2,100.00 ",1868913.121,4092995.914,0,0,1,0,0,0
1779075,ARLEEE,61, 698.00 ,570056.8816,1653016.987,0,0,1,1,0,1
6346108,ARGORD,150," 1,734.00 ",1632635.138,4063066.721,0,0,0,1,0,0
1102812,ARIRWN,31, 271.00 ,215824.8488,839628.457,0,0,0,0,0,1
1813976,AFSHEP,57," 3,524.00 ",3579207.619,1543281.547,0,0,1,0,0,1
1088911,ARLEEE,61, 802.00 ,655949.865,1651261.912,1,0,1,1,0,1
1313818,AFKEES,62," 1,404.00 ",1438084.231,1678302.753,0,0,1,0,1,1
1033736,ARLEEE,273," 3,109.00 ",2666761.985,7388909.504,1,0,1,1,0,0
2637136,ARLEEE,121," 2,056.00 ",2115786.666,3274773.989,0,0,1,0,0,0
5996256,MCCLJN,90," 1,142.00 ",1117771.916,2435769.814,1,1,0,0,0,1
8882681,AFLACK,47, 574.00 ,638177.0345,1271844.455,0,0,1,0,1,1
5641753,AFLACK,61," 1,233.00 ",976557.8663,1650361.803,0,0,1,0,1,1
8676727,ARHOOD,61, 516.00 ,519450.2224,1650354.452,0,0,0,0,1,1
1940823,AFKEES,212," 2,224.00 ",1910650.634,5734482.545,0,0,1,1,0,0
3641627,ARBLSS,303," 6,517.00 ",2843410.228,8193536.394,0,0,0,0,0,0
6236938,ARHOUS,90, 530.00 ,355698.115,2433449.372,0,0,1,0,0,1
5020597,ARHOOD,273," 4,159.00 ",3965039.283,7377973.279,1,0,0,1,0,0
1018115,ARLEEE,30," 1,096.00 ",1104628.753,810737.0635,0,0,1,1,0,1
3404988,AFSHEP,151," 1,451.00 ",1287625.963,4080153.738,1,0,1,0,0,0
4894471,ARHOUS,181," 2,101.00 ",1810798.671,4890506.921,0,0,1,1,0,0
3756411,ARLEEE,151," 1,626.00 ",1416969.946,4078765.887,0,0,1,0,0,0
9163238,ARHOUS,92," 1,044.00 ",1055951.26,2485066.23,0,0,1,0,0,0
9242156,ARHOUS,122," 1,966.00 ",1386736.184,3293980.488,0,0,1,1,0,0
3590248,AFSHEP,153," 1,945.00 ",1971102.029,4130472.414,0,0,1,0,0,0
6290998,ARGORD,153," 2,807.00 ",2429319.255,4130367.818,2,0,0,0,0,0
6356714,ARLEEE,67," 1,314.00 ",1545465.852,1808643.054,0,0,1,0,1,1
4107774,ARBLSS,31," 1,906.00 ",899294.3978,836619.8574,2,0,0,0,0,1
4914317,ARHOUS,191," 3,847.00 ",2983676.777,5154541.133,10,0,1,0,0,0
8620723,AFSHEP,133," 1,898.00 ",1840380.537,3588496.108,2,0,1,0,1,0
9675832,ARBLSS,215," 3,197.00 ",2098732.397,5799701.616,0,0,0,0,0,0
4352553,AFSHEP,123," 2,452.00 ",2181019.559,3317358.621,0,0,1,0,0,0
1200893,AREUST,62," 1,276.00 ",701956.1156,1672128.36,0,0,1,0,1,1
7779327,ARLEEE,120, 732.00 ,218707.7015,3235567.876,0,0,1,1,0,0
4819421,AFLACK,141," 1,941.00 ",1973639.434,3800971.651,0,0,1,0,1,0
2423127,AFLACK,115," 1,151.00 ",1235191.219,3100029.895,0,0,1,0,1,0
8999537,AFSHEP,63, 385.00 ,344625.4338,1697692.671,1,0,1,0,1,1
9276703,ARGORD,59," 1,411.00 ",1180029.024,1589732.007,0,0,0,0,0,1
6811640,AFKEES,114," 1,487.00 ",1253252.861,3071157.195,1,0,1,0,0,0
2409014,MC29PM,151," 3,325.00 ",2865087.498,4067706.479,2,0,0,1,0,0
8261742,MC29PM,92," 1,389.00 ",1024389.447,2478235.134,0,0,0,1,0,0
7754702,AFACDY,275," 4,668.00 ",3951018.842,7407695.878,1,0,1,1,0,0
9258810,AFKEES,127," 2,934.00 ",2472356.586,3420411.31,1,0,1,0,1,0
2929438,ARHUAC,61," 6,267.00 ",2344027.806,1642727.603,0,0,0,1,0,1
2084268,ARCAMP,304," 4,421.00 ",3617220.152,8186462.359,0,1,0,1,0,0
6334922,ARHUAC,272," 4,082.00 ",4093992.989,7323862.014,2,0,0,1,0,0
1753490,ARLEEE,122," 1,864.00 ",1917706.514,3284925.626,0,0,1,0,1,0
6303433,MCCHPT,32, 661.00 ,758276.6004,861557.5811,0,1,0,0,0,1
2229258,ARGORD,242," 4,493.00 ",3988844.613,6515006.04,0,0,0,1,0,0
5127849,AFLACK,91," 1,318.00 ",1100677.163,2449829.705,3,0,1,0,1,0
5752512,ARHOOD,153," 1,227.00 ",1117722.984,4118778.182,0,0,0,0,0,0
6316571,AFSHEP,243," 1,581.00 ",1371731.321,6539602.192,0,0,1,0,0,0
4622381,AFSHEP,151," 2,345.00 ",1732334.197,4063153.756,0,0,1,0,0,0
6103054,FBQTCO,30, 347.00 ,236625.2153,807121.8896,0,0,1,1,0,1
8687717,ARLEEE,90," 1,679.00 ",1391971.563,2420902.453,0,0,1,0,0,1
1981808,AFACDY,83," 4,581.00 ",3610442.189,2232200.258,0,0,1,0,1,1
6201681,ARLEEE,66," 1,585.00 ",1463764.918,1774952.629,0,0,1,1,0,1
3020673,AFLACK,92," 2,586.00 ",2112819.768,2473969.961,0,0,1,0,0,0
5088479,ARGORD,151," 2,336.00 ",1904849.031,4060402.983,1,0,0,0,0,0
8990161,ARHUAC,31," 1,908.00 ",1309703.355,833575.7168,0,0,0,1,0,1
4245175,MCCLJN,34, 402.00 ,342601.8174,914205.2783,0,1,0,0,0,1
6698733,AFKEES,61," 1,503.00 ",1177311.822,1640155.138,0,0,1,0,1,1
3228750,ARHUAC,240," 9,569.00 ",5565402.687,6453036.868,0,0,0,0,0,0
3651178,AFLACK,61," 1,022.00 ",725196.7013,1639869.916,0,0,1,1,0,1
8960990,ARGORD,122," 1,625.00 ",1597236.918,3279513.884,0,0,0,0,1,0
2710161,AFLACK,61, 937.00 ,881179.0526,1639715.757,0,0,1,0,1,1
1687915,AFSHEP,55," 1,006.00 ",1049446.905,1477737.002,0,0,1,0,1,1
6992917,AFSHEP,56, 797.00 ,835580.7699,1504424.376,0,0,1,0,1,1
9139966,AFKEES,59," 1,303.00 ",1248633.935,1584716.76,0,0,1,0,0,1
6623858,AFACDY,304," 5,418.00 ",5877246.411,8163149.784,0,0,1,1,0,0
1363669,ARLEOW,32, 741.00 ,737242.6309,859175.7578,0,0,1,1,0,1
6333269,ARLEEE,61, 889.00 ,726637.0967,1637584.186,0,0,1,0,0,1
5059881,MCCHPT,127," 1,221.00 ",1337399.73,3409153.796,0,1,0,0,0,0
5835243,AFSHEP,90," 1,694.00 ",1422923.581,2415761.398,0,0,1,0,0,1
1896738,ARHOOD,123, 984.00 ,963965.0135,3300610.04,0,0,0,0,0,0
8731961,ARKNOX,45, 444.00 ,308734.5829,1207509.832,0,0,1,0,0,1
2663894,ARLEOW,92," 1,319.00 ",1106785.732,2468517.355,1,0,1,1,0,0
3422858,ARCAMP,39, 520.00 ,403828.95,1046402.094,0,1,0,0,1,1
3986901,ARLEEE,30, 467.00 ,455535.9671,804857.7266,1,0,1,1,0,1
5140026,ARHOUS,192," 1,304.00 ",964599.8314,5150776.425,1,0,1,0,0,0
3627483,ARBLSS,49, 332.00 ,264438.1152,1314408.467,0,0,0,1,0,1
9782013,ARPOLK,61," 1,351.00 ",1273984.874,1636012.378,0,0,0,0,1,1
6863429,ARGORD,151," 1,978.00 ",1701659.785,4049779.124,0,0,0,0,0,0
2579326,ARLEEE,100," 1,502.00 ",1364098.264,2681446.477,0,0,1,0,0,0
2144925,ARBLSS,129," 1,514.00 ",1332366.672,3458459.606,3,0,0,0,0,0
2755296,ARHUAC,61," 1,812.00 ",1653499.843,1635387.677,0,0,0,1,0,1
7916879,ARIRWN,104," 1,701.00 ",1484167.3,2788147.149,0,0,0,0,0,0
7527807,ARLEEE,31, 306.00 ,288449.0665,831048.248,0,0,1,0,0,1
5820380,AFACDY,124," 2,853.00 ",2303176.167,3323879.394,6,0,1,0,1,0
5723257,AFKEES,31," 1,439.00 ",1420177.934,830918.5176,0,0,1,1,0,1
7792871,AFLACK,120, 995.00 ,782518.6038,3216380.021,0,0,1,1,0,0
9296630,ARLEEE,60, 558.00 ,497950.3477,1607982.765,1,0,1,0,1,1
4246651,ARLEEE,151," 1,497.00 ",1262570.733,4046575.969,0,0,1,0,0,0
8192695,ARLEEE,61," 2,257.00 ",2148826.126,1634687.561,0,0,1,1,0,1
9844797,AFSHEP,151," 1,650.00 ",1637449.496,4045441.499,0,0,1,0,0,0
3875632,AFLACK,92, 923.00 ,890979.5926,2464524.7,0,0,1,0,1,0
3066893,ARLEEE,99," 1,910.00 ",1466065.437,2651800.076,0,0,1,1,0,0
8638828,MC29PM,207," 2,096.00 ",1547089.289,5543569.991,0,0,0,1,0,0
7956525,ARHOUS,182," 1,338.00 ",879292.4357,4873877.029,1,0,1,0,1,0
5631561,ARLEOW,123," 1,139.00 ",958332.3839,3293740.707,0,0,1,0,0,0
3727688,ARLEOW,59," 1,160.00 ",998108.1043,1579515.331,0,0,1,0,0,1
4172319,ARHUAC,181," 2,350.00 ",2338442.911,4845043.919,0,0,0,1,0,0
1280853,MC29PM,153," 1,794.00 ",1459088.775,4095021.231,0,0,0,1,0,0
6854218,AFKEES,181," 9,093.00 ",10251761.78,4844361.219,0,0,1,0,0,0
9558875,MCHAWI,121," 2,278.00 ",1710780.314,3238478.219,0,0,0,0,0,0
8187183,ARGORD,153," 1,943.00 ",1849609.134,4094390.566,1,0,0,0,1,0
9605217,MC29PM,153," 1,657.00 ",1724545.643,4094356.891,0,0,0,0,0,0
1998059,ARPOLK,273," 4,630.00 ",1992590.431,7305240.913,0,0,0,1,0,0
8304703,ARPOLK,302," 4,398.00 ",4500909.5,8080256.47,0,0,0,0,0,0
4050628,ARLEEE,69, 536.00 ,527254.9638,1846009.78,0,0,1,1,0,1
1967702,ARCARS,63," 1,148.00 ",1025126.136,1685338.021,0,0,0,0,0,1
6167121,ARBLSS,61, 776.00 ,800826.3662,1631829.049,0,0,0,1,0,1
8079939,ARGORD,104, 553.00 ,427828.6003,2780851.163,0,0,0,1,0,0
5360752,ARSTEW,35," 1,115.00 ",881688.4084,935839.9756,0,0,0,0,0,1
3240946,MC29PM,123," 2,808.00 ",3072400.229,3288529.866,0,0,0,1,0,0
5893670,ARLEEE,61, 645.00 ,629707.7455,1630210.509,0,0,1,0,1,1
6970790,AFKEES,89," 1,894.00 ",1658829.25,2378238.328,0,0,1,1,0,1
5282506,ARBRAG,242," 2,232.00 ",1669067.123,6465476.483,2,1,0,1,0,0
8523371,AFSHEP,151," 1,906.00 ",2114593.313,4033421.702,0,0,1,0,0,0
6184853,AFKEES,91," 1,661.00 ",1515068.167,2430714.174,3,0,1,0,1,0
4276649,ARSILL,93, 740.00 ,560124.8499,2484009.998,0,0,0,1,0,0
6307787,ARBLSS,59," 1,212.00 ",1297441.522,1574241.771,0,0,0,0,0,1
5080187,ARHOUS,153," 3,228.00 ",2724808.919,4081003.457,0,0,1,1,0,0
1768244,ARSILL,274," 2,081.00 ",1412153.563,7305780.674,1,0,0,0,0,0
4523576,AFLACK,99," 1,586.00 ",1633496.604,2639604.314,0,0,1,0,1,0
8296835,AFLACK,92," 2,861.00 ",3045750.443,2452853.357,0,0,1,0,1,0
9905706,AFKEES,120," 1,954.00 ",1659456.015,3199283.257,0,0,1,1,0,0
9494793,ARGORD,123," 2,571.00 ",2299515.506,3279205.396,0,0,0,0,1,0
6333687,ARHUAC,123," 1,905.00 ",2074593.039,3279169.058,0,0,0,0,1,0
8795647,ARLEEE,31," 1,142.00 ",954487.3907,826424.2598,0,0,1,1,0,1
5297279,AFSHEP,36, 702.00 ,750930.7466,959692.0537,0,0,1,0,0,1
5291311,AFSHEP,121," 1,994.00 ",1779524.687,3225589.75,1,0,1,0,0,0
7655232,MCCLJN,91," 1,066.00 ",1048852.783,2425749.353,0,1,0,1,0,0
1574231,AFSHEP,153," 2,583.00 ",2234154.909,4078092.129,0,0,1,0,0,0
7586808,MCCLJN,108, 797.00 ,691548.6681,2878341.198,1,1,0,0,1,0
5450624,ARLEEE,61," 1,409.00 ",1208600.752,1625708.529,0,0,1,0,0,1
9632664,ARBRAG,269," 3,390.00 ",3439331.143,7165989.024,0,1,0,1,0,0
6116372,ARGORD,212," 3,429.00 ",3208624.97,5647189.154,1,0,0,1,0,0
5711501,AFSHEP,122," 2,397.00 ",1770273.518,3249630.067,0,0,1,0,0,0
2558409,ARLEEE,31, 549.00 ,614315.8988,825685.5225,0,0,1,1,0,1
7975343,AFSHEP,151," 3,025.00 ",3070363.379,4020567.95,2,0,1,0,0,0
2101734,AFLACK,109, 436.00 ,512122.0008,2901486.834,0,0,1,1,0,0
7176535,AFSHEP,153," 4,006.00 ",2858457.158,4070621.62,0,0,1,0,0,0
2625985,AFACDY,154," 3,993.00 ",3123622.135,4097169.701,1,0,1,0,0,0
6876821,MCCLJN,121," 3,196.00 ",2958443.866,3219147.473,0,1,0,0,0,0
3861439,ARHUAC,153," 7,387.00 ",5600158.158,4070264.588,0,0,0,0,0,0
3879244,AFSHEP,38, 441.00 ,400361.2002,1010787.37,1,0,1,1,0,1
1329162,ARLEOW,50, 510.00 ,286527.3658,1329940.285,0,0,1,0,0,1
3872875,AFSHEP,122," 1,095.00 ",808596.9505,3245038.695,0,0,1,1,0,0
2647969,ARLEEE,146," 1,711.00 ",1615487.785,3882906.324,0,0,1,0,0,0
5632983,AFSHEP,31, 769.00 ,636935.9812,824419.3232,0,0,1,1,0,1
1789929,ARLEEE,123," 1,631.00 ",1415242.739,3269812.617,0,0,1,0,1,0
6293930,MCCLJN,74," 1,656.00 ",1345831.431,1967171.123,0,1,0,0,0,1
3691159,FLARTS,60," 4,290.00 ",2972364.611,1594610.777,2,0,1,0,0,1
4724379,AFKEES,54, 754.00 ,905613.4059,1434936.17,0,0,1,1,0,1
6376170,ARHOUS,34, 470.00 ,321444.3964,903471.9609,0,0,1,0,0,1
7287577,ARLEEE,73, 692.00 ,674282.3812,1939163.401,0,0,1,0,0,1
6944302,ARLEOW,70," 1,112.00 ",1054848.1,1859467.26,0,0,1,0,0,1
7191090,AFLACK,91," 1,003.00 ",962920.7819,2417213.584,0,0,1,0,1,0
1487970,MCQTCO,59, 527.00 ,478788.133,1567123.163,0,0,0,0,0,1
7590745,AFLACK,60," 3,259.00 ",2731477.148,1593608.058,0,0,1,1,0,1
5484352,ARBENN,30, 487.00 ,434013.5865,796714.0137,0,0,1,0,1,1
8274245,AFKEES,89," 1,073.00 ",980020.0661,2363355.452,0,0,1,1,0,1
8117066,AFSHEP,122," 1,684.00 ",1753849.959,3239649.605,1,0,1,1,0,0
5525785,ARBENN,90," 2,844.00 ",2497906,2389888.717,0,0,1,0,0,1
1062220,ARHOUS,96, 981.00 ,1025853.064,2548968.459,0,0,1,0,1,0
5704844,ARCARS,89, 457.00 ,427315.8006,2362898.443,0,0,0,1,0,1
6967938,ARLEEE,242, 871.00 ,739374.933,6424900.439,0,0,1,1,0,0
5563401,AFSHEP,61, 417.00 ,384189.3505,1619473.83,0,0,1,1,0,1
4844156,MCCHPT,90," 1,587.00 ",1740173.17,2389318.139,0,1,0,1,0,1
2808062,AREUST,75, 704.00 ,555877.2331,1990904.13,0,0,1,0,0,1
4604226,AFSHEP,61," 1,151.00 ",1031573.168,1618922.056,0,0,1,1,0,1
6205704,MCCHPT,141," 2,083.00 ",1603635.992,3740770.94,0,1,0,1,0,0
2366957,AFKEES,212," 5,869.00 ",6169028.255,5623511.29,9,0,1,0,0,0
2282370,ARLEEE,120," 1,841.00 ",1750110.917,3182895.914,0,0,1,1,0,0
9111304,ARBRAG,69, 949.00 ,1001075.093,1830030.382,0,1,0,1,0,1
4339583,AFKEES,212," 2,188.00 ",2229999.18,5622393.548,0,0,1,0,0,0
1227875,MCHAWI,59, 387.00 ,355764.2971,1564594.705,0,0,0,0,0,1
4018537,AFSHEP,153," 3,266.00 ",2802859.74,4057306.362,5,0,1,0,1,0
1325654,AFLACK,92," 1,312.00 ",1167832.65,2439433.746,0,0,1,0,0,0
2282437,ARIRWN,305," 3,997.00 ",3204349.085,8087004.498,2,0,0,0,0,0
9321318,AFLACK,106, 808.00 ,700784.1705,2810309.592,0,0,1,0,1,0
6324604,AFSHEP,31, 349.00 ,333441.8999,821811.6426,0,0,1,1,0,1
1122465,ARKNOX,31, 269.00 ,141623.583,821712.6572,0,0,1,0,0,1
9209152,ARLEEE,76," 2,059.00 ",1741883.589,2013887.223,0,0,1,0,0,1
4180498,AFLACK,151," 3,623.00 ",3004060.73,4001242.571,0,0,1,0,0,0
7905731,ARHUAC,123," 1,445.00 ",1614435.622,3259195.899,0,0,0,0,1,0
5388514,AFSHEP,92," 1,640.00 ",1504260.577,2437707.116,0,0,1,0,0,0
3954272,AFSHEP,61, 518.00 ,458508.3162,1615253.993,0,0,1,0,0,1
2972140,AFACDY,139," 3,585.00 ",3061246.526,3679701.468,0,0,1,0,0,0
5957093,AFLACK,102, 710.00 ,451486.8492,2699813.333,0,0,1,0,1,0
8711751,MCMIRA,30, 933.00 ,761507.8886,793957.4892,0,0,0,1,0,1
1252658,ARHOOD,272," 7,105.00 ",6171192.618,7198289.538,3,0,0,1,0,0
3207998,FLGLCO,61, 660.00 ,480809.8825,1614274.02,0,0,1,1,0,1
8262202,AFLACK,61, 835.00 ,887804.2461,1614090.739,0,0,1,0,1,1
9111136,ARHUAC,130," 1,352.00 ",1435212.615,3439832.807,0,0,0,0,1,0
9419470,AREUST,90, 733.00 ,484809.8503,2381322.932,0,0,1,0,0,1
8951609,AFSHEP,181," 1,527.00 ",1461924.52,4788317.997,0,0,1,1,0,0
5972608,ARGORD,123, 351.00 ,287377.5058,3253683.242,0,0,0,0,0,0
5834998,ARLEEE,75," 1,068.00 ",932193.8842,1983442.022,0,0,1,0,0,1
7324287,ARCAMP,335," 2,452.00 ",1755573.397,8858999.116,0,1,0,0,0,0
7396082,AFLACK,92, 640.00 ,691240.7836,2432891.666,0,0,1,0,0,0
1211678,AFKEES,90, 975.00 ,889387.4808,2379324.288,0,0,1,0,0,1
2947581,MCCHPT,184," 3,126.00 ",2897701.593,4864074.893,0,1,0,0,0,0
1368246,TOKYO,46, 229.00 ,126311.3835,1215819.965,0,0,0,0,0,1
2716291,ARCAMP,420," 3,315.00 ",2357988.538,11100543.12,0,1,0,0,0,0
6406415,AFKEES,153," 5,319.00 ",3586068.907,4043452.006,0,0,1,0,0,0
2034803,AFLACK,31, 986.00 ,542138.1513,819019.2568,0,0,1,1,0,1
3045134,MCCLJN,32, 750.00 ,597650.6662,845192.4189,0,1,0,0,0,1
1186160,MCCLJN,123," 1,593.00 ",1069548.717,3248134.947,0,1,0,0,0,0
7133473,ARBLSS,295," 10,610.00 ",5568385.457,7789878.575,0,0,0,0,0,0
4047987,ARLEEE,33, 482.00 ,474555.7032,871288.417,0,0,1,1,0,1
5236985,ARGORD,79, 500.00 ,362443.3163,2085460.787,0,0,0,1,0,1
7549362,ARBENN,61, 583.00 ,513102.1819,1609993.981,0,0,1,0,0,1
8421640,ARGORD,153," 2,858.00 ",2802749.148,4037803.583,0,0,0,0,1,0
6952531,ARCAMP,188," 1,834.00 ",1458410.287,4961030.247,0,1,0,0,0,0
4749457,ARCARS,153," 2,161.00 ",1465369.433,4036297.852,0,0,0,0,1,0
5750752,ARKNOX,304," 2,673.00 ",2353150.184,8017950.006,1,0,1,0,0,0
1067568,AFKEES,125," 2,152.00 ",1734154.125,3295332.537,0,0,1,0,1,0
6143627,MCCLJN,245," 12,599.00 ",10428424.07,6457706.697,2,1,0,1,0,0
4740593,MC29PM,151," 1,916.00 ",1599923.904,3977439.642,0,0,0,1,0,0
2639337,ARSTEW,151," 1,076.00 ",592052.0987,3977180.048,0,0,0,0,0,0
3217894,MC29PM,61, 713.00 ,547247.2669,1605776.523,0,0,0,0,1,1
3445126,MCCLJN,61, 941.00 ,815748.2694,1605616.99,0,1,0,1,0,1
